"GEO_ID","NAME","P6_001N","P6_001NA","P6_002N","P6_002NA","P6_003N","P6_003NA","P6_004N","P6_004NA","P6_005N","P6_005NA","P6_006N","P6_006NA","P6_007N","P6_007NA",
"0500000US29043","Christian County, Missouri","95191","null","85913","null","1444","null","3446","null","1274","null","188","null","2926","null",
"0500000US29045","Clark County, Missouri","6862","null","6559","null","55","null","153","null","31","null","9","null","55","null",
"0500000US29047","Clay County, Missouri","276429","null","219525","null","23321","null","8310","null","8679","null","1495","null","15099","null",
"0500000US29049","Clinton County, Missouri","22486","null","20631","null","433","null","679","null","186","null","17","null","540","null",
"0500000US29051","Cole County, Missouri","82126","null","66647","null","9616","null","1763","null","1451","null","168","null","2481","null",
"0500000US29053","Cooper County, Missouri","18261","null","15889","null","1252","null","543","null","159","null","38","null","380","null",
"0500000US29055","Crawford County, Missouri","24461","null","22487","null","258","null","951","null","176","null","40","null","549","null",
"0500000US29057","Dade County, Missouri","7994","null","7413","null","74","null","270","null","52","null","9","null","176","null",
"0500000US29059","Dallas County, Missouri","18080","null","16743","null","189","null","647","null","69","null","42","null","390","null",
"0500000US29061","Daviess County, Missouri","8784","null","8304","null","85","null","176","null","47","null","19","null","153","null",
"0500000US29063","DeKalb County, Missouri","11507","null","10196","null","724","null","293","null","78","null","25","null","191","null",
"0500000US29065","Dent County, Missouri","15297","null","14118","null","157","null","582","null","101","null","30","null","309","null",
"0500000US29067","Douglas County, Missouri","12305","null","11346","null","116","null","503","null","41","null","16","null","283","null",
"0500000US29069","Dunklin County, Missouri","30071","null","23702","null","3750","null","647","null","122","null","45","null","1805","null",
"0500000US29071","Franklin County, Missouri","110530","null","101984","null","1735","null","2943","null","964","null","132","null","2772","null",
"0500000US29073","Gasconade County, Missouri","15703","null","14585","null","121","null","523","null","105","null","46","null","323","null",
"0500000US29075","Gentry County, Missouri","6383","null","6083","null","40","null","111","null","35","null","9","null","105","null",
"0500000US29077","Greene County, Missouri","324220","null","273894","null","15832","null","11964","null","8883","null","917","null","12730","null",
"0500000US29079","Grundy County, Missouri","10178","null","9552","null","111","null","218","null","98","null","16","null","183","null",
"0500000US29081","Harrison County, Missouri","8472","null","7974","null","62","null","246","null","44","null","18","null","128","null",
"0500000US29083","Henry County, Missouri","23354","null","21332","null","399","null","821","null","167","null","25","null","610","null",
"0500000US29085","Hickory County, Missouri","8729","null","8122","null","38","null","341","null","26","null","9","null","193","null",
"0500000US29087","Holt County, Missouri","4383","null","4137","null","22","null","108","null","30","null","5","null","81","null",
"0500000US29089","Howard County, Missouri","10689","null","9413","null","699","null","271","null","79","null","18","null","209","null",
"0500000US29091","Howell County, Missouri","42274","null","38726","null","418","null","1750","null","374","null","60","null","946","null",
"0500000US29093","Iron County, Missouri","10161","null","9255","null","222","null","405","null","73","null","18","null","188","null",
"0500000US29095","Jackson County, Missouri","787199","null","495388","null","178124","null","23490","null","21561","null","3509","null","65127","null",
"0500000US29097","Jasper County, Missouri","134254","null","109165","null","4326","null","7904","null","2270","null","687","null","9902","null",
"0500000US29099","Jefferson County, Missouri","242312","null","219867","null","4343","null","7460","null","3118","null","239","null","7285","null",
"0500000US29101","Johnson County, Missouri","58505","null","49424","null","3291","null","1930","null","1428","null","354","null","2078","null",
"0500000US29103","Knox County, Missouri","3869","null","3676","null","36","null","90","null","26","null","3","null","38","null",
"0500000US29105","Laclede County, Missouri","38360","null","35034","null","583","null","1353","null","346","null","68","null","976","null",
"0500000US29107","Lafayette County, Missouri","35125","null","31583","null","1123","null","1104","null","248","null","67","null","1000","null",
"0500000US29109","Lawrence County, Missouri","40822","null","35854","null","374","null","1754","null","291","null","47","null","2502","null",
"0500000US29111","Lewis County, Missouri","10388","null","9689","null","309","null","191","null","45","null","4","null","150","null",
"0500000US29113","Lincoln County, Missouri","63598","null","57291","null","1796","null","1953","null","511","null","74","null","1973","null",
"0500000US29115","Linn County, Missouri","12420","null","11637","null","156","null","282","null","55","null","24","null","266","null",
"0500000US29117","Livingston County, Missouri","15156","null","14017","null","457","null","307","null","156","null","13","null","206","null",
"0500000US29119","McDonald County, Missouri","25836","null","19448","null","596","null","1825","null","502","null","917","null","2548","null",
"0500000US29121","Macon County, Missouri","16086","null","14670","null","512","null","379","null","155","null","8","null","362","null",
"0500000US29123","Madison County, Missouri","13373","null","12280","null","141","null","419","null","92","null","25","null","416","null",
"0500000US29125","Maries County, Missouri","8937","null","8290","null","71","null","336","null","61","null","8","null","171","null",
"0500000US29127","Marion County, Missouri","30176","null","26642","null","1869","null","725","null","304","null","63","null","573","null",
"0500000US29129","Mercer County, Missouri","3658","null","3403","null","14","null","99","null","15","null","4","null","123","null",
"0500000US29131","Miller County, Missouri","25944","null","24220","null","263","null","803","null","125","null","68","null","465","null",
"0500000US29133","Mississippi County, Missouri","13023","null","9302","null","3249","null","205","null","40","null","13","null","214","null",
"0500000US29135","Moniteau County, Missouri","16346","null","14678","null","384","null","399","null","87","null","43","null","755","null",
"0500000US29137","Monroe County, Missouri","9090","null","8354","null","304","null","189","null","55","null","5","null","183","null",
"0500000US29139","Montgomery County, Missouri","11883","null","11027","null","189","null","324","null","89","null","17","null","237","null",
"0500000US29141","Morgan County, Missouri","22104","null","20510","null","235","null","692","null","123","null","30","null","514","null",
"0500000US29143","New Madrid County, Missouri","17284","null","13464","null","3008","null","409","null","110","null","26","null","267","null",
"0500000US29145","Newton County, Missouri","63641","null","53120","null","1017","null","4212","null","1078","null","934","null","3280","null",
"0500000US29147","Nodaway County, Missouri","22112","null","20270","null","507","null","427","null","485","null","30","null","393","null",
"0500000US29149","Oregon County, Missouri","9116","null","8498","null","52","null","357","null","50","null","3","null","156","null",
"0500000US29151","Osage County, Missouri","13735","null","13180","null","76","null","278","null","16","null","16","null","169","null",
"0500000US29153","Ozark County, Missouri","8940","null","8389","null","42","null","288","null","52","null","10","null","159","null",
"0500000US29155","Pemiscot County, Missouri","16500","null","11016","null","4672","null","334","null","58","null","17","null","403","null",
"0500000US29157","Perry County, Missouri","19737","null","18484","null","166","null","373","null","189","null","20","null","505","null",
"0500000US29159","Pettis County, Missouri","46399","null","38683","null","2080","null","1321","null","519","null","161","null","3635","null",
"0500000US29161","Phelps County, Missouri","47693","null","41258","null","1472","null","1643","null","1952","null","56","null","1312","null",
"0500000US29163","Pike County, Missouri","18505","null","16381","null","1208","null","354","null","83","null","17","null","462","null",
"0500000US29165","Platte County, Missouri","115906","null","91823","null","10117","null","3056","null","3941","null","930","null","6039","null",
"0500000US29167","Polk County, Missouri","33262","null","30703","null","476","null","1116","null","263","null","30","null","674","null",
"0500000US29169","Pulaski County, Missouri","59325","null","43075","null","7686","null","1786","null","2786","null","668","null","3324","null",
"0500000US29171","Putnam County, Missouri","4838","null","4603","null","35","null","68","null","13","null","11","null","108","null",
"0500000US29173","Ralls County, Missouri","10744","null","10109","null","204","null","206","null","30","null","13","null","182","null",
"0500000US29175","Randolph County, Missouri","26266","null","22936","null","1824","null","716","null","223","null","44","null","523","null",
"0500000US29177","Ray County, Missouri","24606","null","22479","null","457","null","822","null","144","null","45","null","659","null",
"0500000US29179","Reynolds County, Missouri","6408","null","5965","null","68","null","210","null","49","null","11","null","105","null",
"0500000US29181","Ripley County, Missouri","11324","null","10549","null","118","null","406","null","56","null","10","null","185","null",
"0500000US29183","St. Charles County, Missouri","432924","null","365014","null","26607","null","9332","null","14930","null","616","null","16425","null",
"0500000US29185","St. Clair County, Missouri","9745","null","9058","null","72","null","351","null","56","null","22","null","186","null",
"0500000US29186","Ste. Genevieve County, Missouri","19251","null","17994","null","385","null","454","null","89","null","23","null","306","null",
"0500000US29187","St. Francois County, Missouri","70324","null","63174","null","3117","null","1906","null","648","null","74","null","1405","null",
"0500000US29189","St. Louis County, Missouri","1065591","null","685135","null","264112","null","17527","null","58950","null","1068","null","38799","null",
"0500000US29195","Saline County, Missouri","25043","null","19571","null","1641","null","550","null","258","null","454","null","2569","null",
"0500000US29197","Schuyler County, Missouri","4167","null","3969","null","29","null","47","null","49","null","3","null","70","null",
"0500000US29199","Scotland County, Missouri","4864","null","4673","null","41","null","68","null","28","null","14","null","40","null",
"0500000US29201","Scott County, Missouri","40138","null","32839","null","5067","null","1028","null","232","null","24","null","948","null",
"0500000US29203","Shannon County, Missouri","7495","null","6911","null","41","null","326","null","45","null","21","null","151","null",
"0500000US29205","Shelby County, Missouri","6345","null","5996","null","79","null","123","null","29","null","12","null","106","null",
"0500000US29207","Stoddard County, Missouri","29841","null","27963","null","493","null","689","null","166","null","15","null","515","null",
"0500000US29209","Stone County, Missouri","32972","null","30342","null","250","null","1275","null","211","null","54","null","840","null",
"0500000US29211","Sullivan County, Missouri","6515","null","5140","null","234","null","169","null","56","null","11","null","905","null",
"0500000US29213","Taney County, Missouri","60549","null","51831","null","1356","null","2470","null","1015","null","307","null","3570","null",
"0500000US29215","Texas County, Missouri","25627","null","23311","null","891","null","741","null","139","null","38","null","507","null",
"0500000US29217","Vernon County, Missouri","20800","null","19103","null","245","null","668","null","170","null","46","null","568","null",
"0500000US29219","Warren County, Missouri","38055","null","33771","null","1195","null","1168","null","306","null","38","null","1577","null",
"0500000US29221","Washington County, Missouri","24767","null","22669","null","731","null","756","null","94","null","21","null","496","null",
"0500000US29223","Wayne County, Missouri","11636","null","10772","null","110","null","515","null","52","null","17","null","170","null",
"0500000US29225","Webster County, Missouri","41171","null","38158","null","395","null","1457","null","283","null","39","null","839","null",
"0500000US29227","Worth County, Missouri","2036","null","1945","null","10","null","37","null","10","null","8","null","26","null",
"0500000US29229","Wright County, Missouri","19252","null","17774","null","236","null","699","null","125","null","30","null","388","null",
"0500000US29510","St. Louis city, Missouri","321464","null","148308","null","137059","null","5541","null","15283","null","365","null","14908","null",
"0500000US30001","Beaverhead County, Montana","9967","null","9011","null","75","null","405","null","67","null","12","null","397","null",
"0500000US30003","Big Horn County, Montana","13828","null","4105","null","75","null","9280","null","109","null","27","null","232","null",
"0500000US30005","Blaine County, Montana","7372","null","3221","null","42","null","3932","null","52","null","25","null","100","null",
"0500000US30007","Broadwater County, Montana","7230","null","6641","null","60","null","257","null","42","null","11","null","219","null",
"0500000US30009","Carbon County, Montana","11032","null","10231","null","43","null","321","null","79","null","32","null","326","null",
"0500000US30011","Carter County, Montana","1479","null","1395","null","9","null","29","null","16","null","10","null","20","null",
"0500000US30013","Cascade County, Montana","91575","null","76722","null","2146","null","7326","null","1878","null","344","null","3159","null",
"0500000US30015","Chouteau County, Montana","6143","null","4412","null","39","null","1521","null","62","null","10","null","99","null",
"0500000US30017","Custer County, Montana","12478","null","11424","null","113","null","462","null","122","null","26","null","331","null",
"0500000US30019","Daniels County, Montana","1810","null","1586","null","14","null","107","null","47","null","11","null","45","null",
"0500000US30021","Dawson County, Montana","9439","null","8545","null","80","null","401","null","110","null","15","null","288","null",
"0500000US30023","Deer Lodge County, Montana","9897","null","9070","null","54","null","458","null","84","null","17","null","214","null",
"0500000US30025","Fallon County, Montana","3173","null","2992","null","25","null","69","null","27","null","19","null","41","null",
"0500000US30027","Fergus County, Montana","11990","null","11190","null","42","null","369","null","87","null","4","null","298","null",
"0500000US30029","Flathead County, Montana","111270","null","101133","null","768","null","3911","null","1595","null","269","null","3594","null",
"0500000US30031","Gallatin County, Montana","127141","null","113576","null","1198","null","3330","null","2739","null","265","null","6033","null",
"0500000US30033","Garfield County, Montana","1215","null","1150","null","5","null","34","null","6","null","3","null","17","null",
"0500000US30035","Glacier County, Montana","14724","null","4316","null","128","null","10018","null","91","null","41","null","130","null",
"0500000US30037","Golden Valley County, Montana","905","null","784","null","24","null","36","null","3","null","8","null","50","null",
"0500000US30039","Granite County, Montana","3483","null","3230","null","29","null","123","null","21","null","10","null","70","null",
"0500000US30041","Hill County, Montana","17533","null","12246","null","177","null","4450","null","214","null","44","null","402","null",
"0500000US30043","Jefferson County, Montana","12866","null","11751","null","73","null","494","null","109","null","18","null","421","null",
"0500000US30045","Judith Basin County, Montana","2132","null","1978","null","21","null","42","null","15","null","13","null","63","null",
"0500000US30047","Lake County, Montana","34336","null","23585","null","257","null","9279","null","292","null","83","null","840","null",
"0500000US30049","Lewis and Clark County, Montana","76204","null","67953","null","739","null","3684","null","1131","null","191","null","2506","null",
"0500000US30051","Liberty County, Montana","2044","null","1926","null","19","null","41","null","18","null","14","null","26","null",
"0500000US30053","Lincoln County, Montana","20914","null","19090","null","130","null","809","null","214","null","65","null","606","null",
"0500000US30055","McCone County, Montana","1818","null","1673","null","8","null","48","null","31","null","10","null","48","null",
"0500000US30057","Madison County, Montana","9072","null","8429","null","34","null","210","null","72","null","28","null","299","null",
"0500000US30059","Meagher County, Montana","2058","null","1882","null","36","null","44","null","28","null","12","null","56","null",
"0500000US30061","Mineral County, Montana","4853","null","4381","null","37","null","226","null","63","null","20","null","126","null",
"0500000US30063","Missoula County, Montana","126451","null","109458","null","1661","null","6619","null","2677","null","375","null","5661","null",
"0500000US30065","Musselshell County, Montana","4951","null","4543","null","27","null","252","null","36","null","10","null","83","null",
"0500000US30067","Park County, Montana","18164","null","16758","null","129","null","572","null","175","null","19","null","511","null",
"0500000US30069","Petroleum County, Montana","528","null","489","null","5","null","12","null","6","null","10","null","6","null",
"0500000US30071","Phillips County, Montana","4523","null","3794","null","19","null","515","null","37","null","11","null","147","null",
"0500000US30073","Pondera County, Montana","6174","null","4926","null","37","null","1070","null","42","null","21","null","78","null",
"0500000US30075","Powder River County, Montana","1797","null","1640","null","14","null","85","null","4","null","4","null","50","null",
"0500000US30077","Powell County, Montana","7301","null","6420","null","125","null","574","null","49","null","7","null","126","null",
"0500000US30079","Prairie County, Montana","1167","null","1057","null","8","null","51","null","23","null","3","null","25","null",
"0500000US30081","Ravalli County, Montana","46799","null","42837","null","261","null","1447","null","523","null","96","null","1635","null",
"0500000US30083","Richland County, Montana","12312","null","10897","null","131","null","563","null","172","null","16","null","533","null",
"0500000US30085","Roosevelt County, Montana","11610","null","4366","null","75","null","6901","null","117","null","9","null","142","null",
"0500000US30087","Rosebud County, Montana","8796","null","5221","null","63","null","3253","null","78","null","23","null","158","null",
"0500000US30089","Sanders County, Montana","13280","null","11686","null","71","null","916","null","128","null","37","null","442","null",
"0500000US30091","Sheridan County, Montana","3780","null","3419","null","30","null","189","null","29","null","10","null","103","null",
"0500000US30093","Silver Bow County, Montana","37263","null","33814","null","279","null","1491","null","386","null","71","null","1222","null",
"0500000US30095","Stillwater County, Montana","9519","null","8740","null","45","null","277","null","70","null","21","null","366","null",
"0500000US30097","Sweet Grass County, Montana","3930","null","3594","null","22","null","117","null","39","null","17","null","141","null",
"0500000US30099","Teton County, Montana","6597","null","6030","null","58","null","302","null","41","null","20","null","146","null",
"0500000US30101","Toole County, Montana","5222","null","4503","null","48","null","479","null","60","null","10","null","122","null",
"0500000US30103","Treasure County, Montana","808","null","724","null","15","null","35","null","11","null","6","null","17","null",
"0500000US30105","Valley County, Montana","8018","null","6753","null","57","null","954","null","54","null","20","null","180","null",
"0500000US30107","Wheatland County, Montana","2238","null","2027","null","19","null","89","null","12","null","13","null","78","null",
"0500000US30109","Wibaux County, Montana","996","null","910","null","10","null","18","null","17","null","2","null","39","null",
"0500000US30111","Yellowstone County, Montana","177385","null","151426","null","3028","null","12081","null","2679","null","613","null","7558","null",
"0500000US31001","Adams County, Nebraska","33376","null","28718","null","515","null","642","null","584","null","49","null","2868","null",
"0500000US31003","Antelope County, Nebraska","6503","null","6121","null","58","null","77","null","41","null","1","null","205","null",
"0500000US31005","Arthur County, Nebraska","473","null","426","null","5","null","22","null","5","null","5","null","10","null",
"0500000US31007","Banner County, Nebraska","720","null","651","null","2","null","18","null","7","null","3","null","39","null",
"0500000US31009","Blaine County, Nebraska","459","null","416","null","6","null","19","null","7","null","2","null","9","null",
"0500000US31011","Boone County, Nebraska","5552","null","5250","null","35","null","69","null","14","null","7","null","177","null",
"0500000US31013","Box Butte County, Nebraska","11745","null","9905","null","137","null","686","null","117","null","11","null","889","null",
"0500000US31015","Boyd County, Nebraska","1878","null","1774","null","8","null","46","null","8","null","6","null","36","null",
"0500000US31017","Brown County, Nebraska","3032","null","2768","null","17","null","71","null","21","null","8","null","147","null",
"0500000US31019","Buffalo County, Nebraska","53142","null","46210","null","982","null","1009","null","890","null","77","null","3974","null",
"0500000US31021","Burt County, Nebraska","7010","null","6510","null","68","null","205","null","53","null","25","null","149","null",
"0500000US31023","Butler County, Nebraska","8684","null","8008","null","64","null","101","null","34","null","6","null","471","null",
"0500000US31025","Cass County, Nebraska","27984","null","25949","null","263","null","564","null","243","null","40","null","925","null",
"0500000US31027","Cedar County, Nebraska","8572","null","8244","null","56","null","84","null","38","null","4","null","146","null",
"0500000US31029","Chase County, Nebraska","4158","null","3554","null","31","null","58","null","22","null","3","null","490","null",
"0500000US31031","Cherry County, Nebraska","5752","null","5102","null","43","null","445","null","36","null","4","null","122","null",
"0500000US31033","Cheyenne County, Nebraska","9985","null","8984","null","118","null","213","null","108","null","16","null","546","null",
"0500000US31035","Clay County, Nebraska","6437","null","5805","null","37","null","126","null","20","null","10","null","439","null",
"0500000US31037","Colfax County, Nebraska","11681","null","6769","null","407","null","490","null","84","null","9","null","3922","null",
"0500000US31039","Cuming County, Nebraska","9491","null","8250","null","76","null","166","null","63","null","30","null","906","null",
"0500000US31041","Custer County, Nebraska","10925","null","10279","null","110","null","155","null","26","null","2","null","353","null",
"0500000US31043","Dakota County, Nebraska","24969","null","14237","null","1818","null","1065","null","697","null","174","null","6978","null",
"0500000US31045","Dawes County, Nebraska","8662","null","7506","null","225","null","539","null","107","null","24","null","261","null",
"0500000US31047","Dawson County, Nebraska","26704","null","17534","null","1320","null","591","null","262","null","74","null","6923","null",
"0500000US31049","Deuel County, Nebraska","1932","null","1778","null","11","null","44","null","14","null","3","null","82","null",
"0500000US31051","Dixon County, Nebraska","6011","null","5111","null","58","null","85","null","37","null","16","null","704","null",
"0500000US31053","Dodge County, Nebraska","39872","null","33096","null","495","null","894","null","337","null","46","null","5004","null",
"0500000US31055","Douglas County, Nebraska","638112","null","445133","null","77187","null","15825","null","34163","null","1306","null","64498","null",
"0500000US31057","Dundy County, Nebraska","1736","null","1580","null","19","null","41","null","9","null","6","null","81","null",
"0500000US31059","Fillmore County, Nebraska","5773","null","5417","null","38","null","115","null","30","null","7","null","166","null",
"0500000US31061","Franklin County, Nebraska","2963","null","2821","null","11","null","31","null","29","null","4","null","67","null",
"0500000US31063","Frontier County, Nebraska","2639","null","2458","null","32","null","58","null","14","null","14","null","63","null",
"0500000US31065","Furnas County, Nebraska","4873","null","4509","null","49","null","110","null","36","null","3","null","166","null",
"0500000US31067","Gage County, Nebraska","22614","null","21157","null","313","null","463","null","154","null","14","null","513","null",
"0500000US31069","Garden County, Nebraska","1959","null","1814","null","23","null","33","null","5","null","7","null","77","null",
"0500000US31071","Garfield County, Nebraska","1870","null","1798","null","22","null","25","null","1","null","2","null","22","null",
"0500000US31073","Gosper County, Nebraska","1976","null","1841","null","9","null","31","null","24","null","8","null","63","null",
"0500000US31075","Grant County, Nebraska","628","null","590","null","12","null","18","null","3","null","0","null","5","null",
"0500000US31077","Greeley County, Nebraska","2236","null","2130","null","13","null","18","null","11","null","6","null","58","null",
"0500000US31079","Hall County, Nebraska","68983","null","49285","null","2423","null","1903","null","1009","null","74","null","14289","null",
"0500000US31081","Hamilton County, Nebraska","9783","null","9218","null","69","null","173","null","39","null","3","null","281","null",
"0500000US31083","Harlan County, Nebraska","3204","null","3021","null","19","null","58","null","25","null","10","null","71","null",
"0500000US31085","Hayes County, Nebraska","918","null","805","null","9","null","19","null","16","null","7","null","62","null",
"0500000US31087","Hitchcock County, Nebraska","2718","null","2579","null","8","null","34","null","13","null","7","null","77","null",
"0500000US31089","Holt County, Nebraska","10413","null","9734","null","90","null","119","null","62","null","2","null","406","null",
"0500000US31091","Hooker County, Nebraska","749","null","697","null","8","null","31","null","3","null","3","null","7","null",
"0500000US31093","Howard County, Nebraska","6661","null","6371","null","48","null","73","null","32","null","8","null","129","null",
"0500000US31095","Jefferson County, Nebraska","7565","null","6969","null","59","null","169","null","41","null","13","null","314","null",
"0500000US31097","Johnson County, Nebraska","5528","null","4390","null","351","null","123","null","103","null","0","null","561","null",
"0500000US31099","Kearney County, Nebraska","7015","null","6458","null","35","null","131","null","22","null","25","null","344","null",
"0500000US31101","Keith County, Nebraska","8846","null","7975","null","90","null","150","null","79","null","26","null","526","null",
"0500000US31103","Keya Paha County, Nebraska","798","null","759","null","6","null","15","null","1","null","3","null","14","null",
"0500000US31105","Kimball County, Nebraska","3641","null","3306","null","37","null","110","null","17","null","3","null","168","null",
"0500000US31107","Knox County, Nebraska","8689","null","7270","null","64","null","1110","null","57","null","18","null","170","null",
"0500000US31109","Lancaster County, Nebraska","347069","null","280361","null","20155","null","7949","null","17536","null","544","null","20524","null",
"0500000US31111","Lincoln County, Nebraska","36818","null","32716","null","721","null","793","null","435","null","29","null","2124","null",
"0500000US31113","Logan County, Nebraska","754","null","706","null","3","null","18","null","6","null","5","null","16","null",
"0500000US31115","Loup County, Nebraska","648","null","595","null","8","null","5","null","11","null","1","null","28","null",
"0500000US31117","McPherson County, Nebraska","414","null","389","null","3","null","5","null","7","null","0","null","10","null",
"0500000US31119","Madison County, Nebraska","38409","null","31515","null","711","null","1059","null","614","null","55","null","4455","null",
"0500000US31121","Merrick County, Nebraska","8044","null","7381","null","80","null","185","null","63","null","16","null","319","null",
"0500000US31123","Morrill County, Nebraska","4919","null","4200","null","33","null","134","null","43","null","19","null","490","null",
"0500000US31125","Nance County, Nebraska","3515","null","3332","null","31","null","64","null","32","null","8","null","48","null",
"0500000US31127","Nemaha County, Nebraska","7344","null","6851","null","127","null","159","null","47","null","4","null","156","null",
"0500000US31129","Nuckolls County, Nebraska","4272","null","4030","null","18","null","67","null","10","null","3","null","144","null",
"0500000US31131","Otoe County, Nebraska","16879","null","15082","null","195","null","330","null","180","null","15","null","1077","null",
"0500000US31133","Pawnee County, Nebraska","2604","null","2514","null","16","null","25","null","17","null","4","null","28","null",
"0500000US31135","Perkins County, Nebraska","2976","null","2762","null","30","null","35","null","19","null","10","null","120","null",
"0500000US31137","Phelps County, Nebraska","9360","null","8661","null","81","null","135","null","48","null","9","null","426","null",
"0500000US31139","Pierce County, Nebraska","7536","null","7189","null","61","null","111","null","43","null","3","null","129","null",
"0500000US31141","Platte County, Nebraska","37166","null","29630","null","582","null","680","null","309","null","27","null","5938","null",
"0500000US31143","Polk County, Nebraska","5483","null","5060","null","42","null","90","null","5","null","2","null","284","null",
"0500000US31145","Red Willow County, Nebraska","11166","null","10163","null","181","null","190","null","59","null","21","null","552","null",
"0500000US31147","Richardson County, Nebraska","8325","null","7543","null","71","null","496","null","73","null","10","null","132","null",
"0500000US31149","Rock County, Nebraska","1306","null","1248","null","14","null","9","null","9","null","5","null","21","null",
"0500000US31151","Saline County, Nebraska","15772","null","11270","null","208","null","468","null","337","null","57","null","3432","null",
"0500000US31153","Sarpy County, Nebraska","209297","null","169172","null","11220","null","4536","null","7704","null","654","null","16011","null",
"0500000US31155","Saunders County, Nebraska","23202","null","21780","null","222","null","374","null","184","null","10","null","632","null",
"0500000US31157","Scotts Bluff County, Nebraska","39997","null","31969","null","497","null","1430","null","435","null","70","null","5596","null",
"0500000US31159","Seward County, Nebraska","18285","null","17206","null","194","null","310","null","134","null","29","null","412","null",
"0500000US31161","Sheridan County, Nebraska","5439","null","4413","null","39","null","761","null","48","null","11","null","167","null",
"0500000US31163","Sherman County, Nebraska","3093","null","2906","null","37","null","56","null","18","null","14","null","62","null",
"0500000US31165","Sioux County, Nebraska","1182","null","1105","null","10","null","23","null","9","null","4","null","31","null",
"0500000US31167","Stanton County, Nebraska","6181","null","5610","null","84","null","130","null","52","null","14","null","291","null",
"0500000US31169","Thayer County, Nebraska","5181","null","4935","null","30","null","70","null","22","null","23","null","101","null",
"0500000US31171","Thomas County, Nebraska","711","null","657","null","6","null","15","null","9","null","3","null","21","null",
"0500000US31173","Thurston County, Nebraska","7012","null","2651","null","55","null","4095","null","34","null","20","null","157","null",
"0500000US31175","Valley County, Nebraska","4172","null","3967","null","23","null","42","null","18","null","12","null","110","null",
"0500000US31177","Washington County, Nebraska","21798","null","20384","null","238","null","386","null","185","null","20","null","585","null",
"0500000US31179","Wayne County, Nebraska","10204","null","8447","null","436","null","184","null","205","null","70","null","862","null",
"0500000US31181","Webster County, Nebraska","3559","null","3300","null","31","null","89","null","21","null","5","null","113","null",
"0500000US31183","Wheeler County, Nebraska","807","null","761","null","6","null","11","null","13","null","1","null","15","null",
"0500000US31185","York County, Nebraska","14728","null","13352","null","265","null","271","null","139","null","28","null","673","null",
"0500000US32001","Churchill County, Nevada","28620","null","21456","null","847","null","2138","null","1167","null","208","null","2804","null",
"0500000US32003","Clark County, Nevada","2627983","null","1312732","null","347336","null","64415","null","303237","null","43515","null","556748","null",
"0500000US32005","Douglas County, Nevada","54471","null","44804","null","545","null","2257","null","1638","null","313","null","4914","null",
"0500000US32007","Elko County, Nevada","59882","null","43079","null","887","null","4313","null","1112","null","272","null","10219","null",
"0500000US32009","Esmeralda County, Nevada","824","null","614","null","14","null","63","null","18","null","8","null","107","null",
"0500000US32011","Eureka County, Nevada","2093","null","1748","null","32","null","80","null","38","null","26","null","169","null",
"0500000US32013","Humboldt County, Nevada","19411","null","14008","null","258","null","1168","null","301","null","79","null","3597","null",
"0500000US32015","Lander County, Nevada","6414","null","4840","null","49","null","414","null","101","null","60","null","950","null",
"0500000US32017","Lincoln County, Nevada","4733","null","4142","null","184","null","119","null","48","null","45","null","195","null",
"0500000US32019","Lyon County, Nevada","66821","null","51659","null","1226","null","3525","null","1752","null","487","null","8172","null",
"0500000US32021","Mineral County, Nevada","4988","null","3310","null","251","null","941","null","156","null","47","null","283","null",
"0500000US32023","Nye County, Nevada","57406","null","44271","null","2203","null","2181","null","1761","null","576","null","6414","null",
"0500000US32027","Pershing County, Nevada","7277","null","5017","null","390","null","426","null","167","null","43","null","1234","null",
"0500000US32029","Storey County, Nevada","4583","null","3809","null","61","null","205","null","142","null","46","null","320","null",
"0500000US32031","Washoe County, Nevada","554021","null","371719","null","18738","null","19871","null","39485","null","6303","null","97905","null",
"0500000US32033","White Pine County, Nevada","9937","null","7483","null","501","null","625","null","170","null","66","null","1092","null",
"0500000US32510","Carson City, Nevada","66699","null","47123","null","1676","null","3049","null","2300","null","438","null","12113","null",
"0500000US33001","Belknap County, New Hampshire","66948","null","62154","null","752","null","1461","null","933","null","66","null","1582","null",
"0500000US33003","Carroll County, New Hampshire","52176","null","49102","null","331","null","954","null","599","null","66","null","1124","null",
"0500000US33005","Cheshire County, New Hampshire","80616","null","73711","null","1240","null","1725","null","1616","null","159","null","2165","null",
"0500000US33007","Coos County, New Hampshire","32702","null","30260","null","691","null","765","null","343","null","27","null","616","null",
"0500000US33009","Grafton County, New Hampshire","96420","null","86170","null","1510","null","1946","null","3804","null","93","null","2897","null",
"0500000US33011","Hillsborough County, New Hampshire","453755","null","377652","null","16532","null","7270","null","20438","null","572","null","31291","null",
"0500000US33013","Merrimack County, New Hampshire","162089","null","146130","null","3901","null","3159","null","4022","null","193","null","4684","null",
"0500000US33015","Rockingham County, New Hampshire","330534","null","300769","null","4574","null","4461","null","8718","null","326","null","11686","null",
"0500000US33017","Strafford County, New Hampshire","138607","null","122905","null","2968","null","2424","null","5757","null","229","null","4324","null",
"0500000US33019","Sullivan County, New Hampshire","45758","null","41917","null","499","null","1303","null","631","null","61","null","1347","null",
"0500000US34001","Atlantic County, New Jersey","301912","null","179288","null","48080","null","4947","null","24475","null","791","null","44331","null",
"0500000US34003","Bergen County, New Jersey","1059537","null","630055","null","71470","null","11308","null","171447","null","1307","null","173950","null",
